BindingDB_id,SMILES,bioactivity_class,IC50_nM,Data Set,Smiles standarization,Patente
1297112,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,33,Bsite,Nope,Si
1297114,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,8.9,Bsite,Nope,Si
1297116,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,17,Bsite,Nope,Si
1297119,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,310,Bsite,Nope,Si
1297125,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,11.5,Bsite,Nope,Si
1297126,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,11.5,Bsite,Nope,Si
1297128,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,89,Bsite,Nope,Si
1297129,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,26.8,Bsite,Nope,Si
1297130,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,439,Bsite,Nope,Si
1297131,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,Active,21,Bsite,Nope,Si
1297132,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,258,Bsite,Nope,Si
1297133,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O,Active,14.8,Bsite,Nope,Si
1297134,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,180,Bsite,Nope,Si
1297135,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O)=O,Active,21,Bsite,Nope,Si
1297136,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,Active,21,Bsite,Nope,Si
1297137,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O,Active,1.1,Bsite,Nope,Si
1297138,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O)=O,Active,9.2,Bsite,Nope,Si
1297139,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,218,Bsite,Nope,Si
1297140,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,121,Bsite,Nope,Si
1297141,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,5.2,Bsite,Nope,Si
1297142,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,110,Bsite,Nope,Si
1297144,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,219,Bsite,Nope,Si
1297145,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,144,Bsite,Nope,Si
1297146,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,181,Bsite,Nope,Si
1297147,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,9,Bsite,Nope,Si
1297150,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC2)CC(=O)O)nc1,Active,450,Bsite,Nope,Si
1297153,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,5.3,Bsite,Nope,Si
1297157,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,2.1,Bsite,Nope,Si
1297163,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1ccc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,3.8,Bsite,Nope,Si
1297166,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,55,Bsite,Nope,Si
1297172,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1cnc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,2.4,Bsite,Nope,Si
1297173,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(nc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,32,Bsite,Nope,Si
1297177,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,1.6,Bsite,Nope,Si
1297178,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,25,Bsite,Nope,Si
1297182,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)cc1,Active,2.8,Bsite,Nope,Si
1297186,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,34.3,Bsite,Nope,Si
1297187,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,8.8,Bsite,Nope,Si
1297188,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.8,Bsite,Nope,Si
1297193,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NC(CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,1.6,Bsite,Nope,Si
1297195,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,15,Bsite,Nope,Si
1297197,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1ccc(CNC(CCCNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)=O)cc1)=O,Active,0.36,Bsite,Nope,Si
1297199,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)nc1,Active,1,Bsite,Nope,Si
1297201,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NNC(CCCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,3.2,Bsite,Nope,Si
1297202,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)nc1,Active,1.1,Bsite,Nope,Si
1297204,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC([C@H]1CC[C@H](CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)CC1)=O,Active,4.7,Bsite,Nope,Si
1297207,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H]1CC[C@H](CC1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,87,Bsite,Nope,Si
1297216,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NN)=O,Active,170,Bsite,Nope,Si
1297219,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NNC(CCCCCC(c(cc1)c(C2(C)C)cc1S(O)(=O)=O)=C2/C=C/C(CCC/C1=C\C=C(/C2(C)C)\N(CCCCS(O)(=O)=O)c(cc3)c2cc3S(O)(=O)=O)=C/1Oc(cc1)ccc1S(O)(=O)=O)=O)=O,Active,8.8,Bsite,Nope,Si
1297222,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCCCC(c(cc1)c(C2(C)C)cc1S(O)(=O)=O)=C2/C=C/C(CCC/C1=C\C=C(/C2(C)C)\N(CCCCS(O)(=O)=O)c(cc3)c2cc3S(O)(=O)=O)=C/1Oc(cc1)ccc1S(O)(=O)=O)=O)=O,Active,1.7,Bsite,Nope,Si
1297226,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc(cc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,65,Bsite,Nope,Si
1326880,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1OCCCC1)=O)=O,Active,0.099,Bsite,Nope,Si
1326882,N#CC(CSC1)N1C(CNC(c(c1cc(N2CCOCC2)ccc1nc1)c1F)=O)=O,Active,0.52,Bsite,Nope,Si
1326884,N#CC(CSC1)N1C(CNC(c1c(cc(cc2)N3CCSCC3)c2ncc1)=O)=O,Active,0.24,Bsite,Nope,Si
1326887,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCO1)CC1(F)F)=O)=O,Active,0.058,Bsite,Nope,Si
1326889,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC(O1)(F)F)CC1(F)F)=O)=O,Active,0.06,Bsite,Nope,Si
1326891,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1c(cccc2)c2OCC1)=O)=O,Active,0.51,Bsite,Nope,Si
1326893,C[C@H](CN(C[C@@H]1C)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[C@H]1O,Active,0.16,Bsite,Nope,Si
1326895,COC(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.063,Bsite,Nope,Si
1326897,Cc1c2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2cc(N2CCOCC2)c1,Active,0.25,Bsite,Nope,Si
1326899,Cc(cc1nccc(C(NCC(N(CSC2)C2C#N)=O)=O)c1c1)c1N1CCOCC1,Active,0.054,Bsite,Nope,Si
1326901,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)C1=O)=O)=O,Active,0.057,Bsite,Nope,Si
1326903,CC(C)(CCN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1=O,Active,0.065,Bsite,Nope,Si
1326905,CC(C)(CN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1=O,Active,0.041,Bsite,Nope,Si
1326907,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C1=O)=O)=O,Active,0.08,Bsite,Nope,Si
1326909,CC(C)(CCCN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1=O,Active,0.12,Bsite,Nope,Si
1326911,CC(C)(C1=O)OCCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.11,Bsite,Nope,Si
1326913,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CCC2)C1)=O)=O,Active,0.22,Bsite,Nope,Si
1326916,CC1(C)C(C2)(CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1,Active,0.19,Bsite,Nope,Si
1326919,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2(CCC2)CC1)=O)=O,Active,0.66,Bsite,Nope,Si
1326922,CC(C)(CC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.74,Bsite,Nope,Si
1326925,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1F)=O)=O,Active,0.29,Bsite,Nope,Si
1326928,CC(C)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.34,Bsite,Nope,Si
1326931,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(F)F)=O)=O,Active,0.31,Bsite,Nope,Si
1326934,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.27,Bsite,Nope,Si
1326937,CC(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.41,Bsite,Nope,Si
1326940,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)(F)F)=O)=O,Active,0.31,Bsite,Nope,Si
1326943,CC(CF)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.29,Bsite,Nope,Si
1326946,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)F)=O)=O,Active,0.26,Bsite,Nope,Si
1326949,CC(COC)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.13,Bsite,Nope,Si
1326952,C[C@@H]([C@@H](C1)OC)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.28,Bsite,Nope,Si
1326955,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(C1CC1)F)=O)=O,Active,0.22,Bsite,Nope,Si
1326958,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCCCC1)=O)=O,Active,0.3,Bsite,Nope,Si
1326961,CC(C)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.34,Bsite,Nope,Si
1326964,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.27,Bsite,Nope,Si
1326967,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1(F)F)=O)=O,Active,0.47,Bsite,Nope,Si
1326970,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)CC1(F)F)=O)=O,Active,0.24,Bsite,Nope,Si
1326973,CC(CF)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.22,Bsite,Nope,Si
1326976,CC(C)(CN(CC1)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1(F)F,Active,0.1,Bsite,Nope,Si
1326978,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1C(F)(F)F)=O)=O,Active,0.28,Bsite,Nope,Si
1326981,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)C[C@H]1F)=O)=O,Active,0.24,Bsite,Nope,Si
1326984,CO[C@@H](CCC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.33,Bsite,Nope,Si
1326987,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)OC,Active,0.053,Bsite,Nope,Si
1326989,CC(C)OC(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.045,Bsite,Nope,Si
1326991,C[C@@H](CC(CC1)(F)F)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.22,Bsite,Nope,Si
1326994,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CF)CCCC1)=O)=O,Active,0.2,Bsite,Nope,Si
1326997,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CCC1)=O)=O,Active,0.29,Bsite,Nope,Si
1327000,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CC1(F)F)=O)=O,Active,0.22,Bsite,Nope,Si
1327003,CC(C)(CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.29,Bsite,Nope,Si
1327006,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CC1)=O)=O,Active,0.19,Bsite,Nope,Si
1327009,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]1F)C[C@@H]1F)=O)=O,Active,0.34,Bsite,Nope,Si
1327012,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@H]1F)=O)=O,Active,0.21,Bsite,Nope,Si
1327015,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@@H]1F)=O)=O,Active,0.2,Bsite,Nope,Si
1327018,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CCC2)C2C1)=O)=O,Active,0.27,Bsite,Nope,Si
1327021,C[C@@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.22,Bsite,Nope,Si
