BindingDB_id,SMILES,bioactivity_class,IC50_nM,Data Set,Smiles standarization,Patente
1327343,CC(CS(C)(=O)=O)(C1)CN1c(ccc1ncc2)cc1c2C(NCC(N(CSC1)C1C#N)=O)=O,Active,0.28,Bsite,Nope,Si
1327346,CCC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.056,Bsite,Nope,Si
1327348,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.069,Bsite,Nope,Si
1327350,CCC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)OC,Active,0.038,Bsite,Nope,Si
1327352,CC(C)C(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.051,Bsite,Nope,Si
1327354,C[C@H](CN(C[C@@H]1C)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[C@@]1(C)O,Active,0.24,Bsite,Nope,Si
1327356,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CCC2)O[C@H]2C1)=O)=O,Active,0.046,Bsite,Nope,Si
1327358,CN(CC1)CCC1(c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.39,Bsite,Nope,Si
1327360,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1ccn[nH]1)=O)=O,Active,0.19,Bsite,Nope,Si
1327363,CC(C)[n]1nccc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.72,Bsite,Nope,Si
1327366,C[C@](CC1)(CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1)F,Active,0.056,Bsite,Nope,Si
1327368,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)[C@H]1C1CC1)=O)=O,Active,0.3,Bsite,Nope,Si
1327370,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)[C@@H]1C1CC1)=O)=O,Active,0.24,Bsite,Nope,Si
1327372,C[C@@H](CCN1c2ccc3nccc(C(NCC(N(CSC4)[C@@H]4C#N)=O)=O)c3c2)C1=O,Active,0.0249,Bsite,Nope,Si
1327374,C[C@H](CCN1c2ccc3nccc(C(NCC(N(CSC4)[C@@H]4C#N)=O)=O)c3c2)C1=O,Active,0.044,Bsite,Nope,Si
1327376,C[C@@H](CCCN1c2ccc3nccc(C(NCC(N(CSC4)[C@@H]4C#N)=O)=O)c3c2)C1=O,Active,0.26,Bsite,Nope,Si
1327378,C[C@@H](CCCN1c2ccc3nccc(C(NCC(N(CSC4)[C@H]4C#N)=O)=O)c3c2)C1=O,Active,0.067,Bsite,Nope,Si
1327380,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1F)=O)=O,Active,0.27,Bsite,Nope,Si
1327383,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(C2)C2C1)=O)=O,Active,0.22,Bsite,Nope,Si
1327386,CO[C@@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.17,Bsite,Nope,Si
1327388,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]12)C[C@@H]1[C@H]2C(F)(F)F)=O)=O,Active,0.22,Bsite,Nope,Si
1327391,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2CCC1CC2)=O)=O,Active,0.44,Bsite,Nope,Si
1327394,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CC2)C[C@@H]2C1)=O)=O,Active,0.44,Bsite,Nope,Si
1327397,C[C@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.2,Bsite,Nope,Si
1327400,COC[C@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.29,Bsite,Nope,Si
1327403,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@@H]1F)C[C@@H]1F)=O)=O,Active,0.18,Bsite,Nope,Si
1327406,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]1F)C[C@H]1F)=O)=O,Active,0.2,Bsite,Nope,Si
1327409,Cc1c(-c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[o]c(C)n1,Active,0.41,Bsite,Nope,Si
1327412,Cc1n[o]c(C)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,2.4,Bsite,Nope,Si
1327415,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1c(-c2ccccc2)ncc1)=O)=O,Active,0.67,Bsite,Nope,Si
1327417,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n](cc1)cc1-c1ccccc1)=O)=O,Active,0.068,Bsite,Nope,Si
1327419,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1c(CCCC2)c2cc1)=O)=O,Active,0.11,Bsite,Nope,Si
1327421,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CO)CC1)=O)=O,Active,0.091,Bsite,Nope,Si
1327423,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@@H](CO)CC1)=O)=O,Active,0.17,Bsite,Nope,Si
1327425,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11SCC1)=O)=O,Active,0.087,Bsite,Nope,Si
1327427,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1(c1ccccc1)F)=O)=O,Active,0.076,Bsite,Nope,Si
1327429,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@@H]1O)CC1(F)F)=O)=O,Active,0.073,Bsite,Nope,Si
1327431,C[C@H](C1)[C@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.11,Bsite,Nope,Si
1327435,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC11OCCO1)=O)=O,Active,0.087,Bsite,Nope,Si
1327436,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCC2(COC2)CC1)=O)=O,Active,0.091,Bsite,Nope,Si
1327438,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1=O)=O)=O,Active,0.078,Bsite,Nope,Si
1361175,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)Br)c2ncc1)=O)=O,Active,2,Bsite,Nope,Si
1361177,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Cl)c2)c2ncc1)=O)=O,Active,0.65,Bsite,Nope,Si
1361179,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Br)c2)c2ncc1)=O)=O,Active,0.68,Bsite,Nope,Si
1361181,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)F)c2n1,Active,64,Bsite,Nope,Si
1361183,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Cl)c2n1,Active,65,Bsite,Nope,Si
1361185,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Br)c2n1,Active,58,Bsite,Nope,Si
1361187,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)I)c2n1,Active,53,Bsite,Nope,Si
1361189,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(ccc(F)c2)c2n1,Active,71,Bsite,Nope,Si
1361191,Cc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,2.79,Bsite,Nope,Si
1361193,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(C(F)(F)F)cc2)c2ncc1)=O)=O,Active,4.8,Bsite,Nope,Si
1361194,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(CF)cc2)c2ncc1)=O)=O,Active,2.2,Bsite,Nope,Si
1361196,CC(C)(c(ccc1ncc2)cc1c2C(NCC(N([C@@H](C1)[C@@H]1C1)[C@@H]1C#N)=O)=O)F,Active,3.8,Bsite,Nope,Si
1361198,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,Active,3.8,Bsite,Nope,Si
1361200,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,Active,2.6,Bsite,Nope,Si
1361202,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,Active,16,Bsite,Nope,Si
1361204,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,Active,4.2,Bsite,Nope,Si
1361206,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(COC(F)(F)F)cc2)c2ncc1)=O)=O,Active,1.7,Bsite,Nope,Si
1361208,CCc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,80,Bsite,Nope,Si
1361210,Cc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,80,Bsite,Nope,Si
1361212,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,1.59,Bsite,Nope,Si
1361214,CC(C)(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)F,Active,2.8,Bsite,Nope,Si
1361216,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)F)c2)c2ncc1)=O)=O,Active,1.5,Bsite,Nope,Si
1361218,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)(F)F)c2)c2ncc1)=O)=O,Active,0.81,Bsite,Nope,Si
1361220,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(CF)c2)c2ncc1)=O)=O,Active,1.2,Bsite,Nope,Si
1361222,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,Active,1.79,Bsite,Nope,Si
1361225,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,Active,0.7,Bsite,Nope,Si
1361226,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,Active,6,Bsite,Nope,Si
1361228,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,Active,4.6,Bsite,Nope,Si
1361230,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(COC(F)(F)F)c2)c2ncc1)=O)=O,Active,1.3,Bsite,Nope,Si
1361232,CC(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)OC(F)(F)F,Active,3.1,Bsite,Nope,Si
1361234,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)cc(C)n2)c2c1,Active,31,Bsite,Nope,Si
1361236,CC1(CC1)c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,2,Bsite,Nope,Si
1361237,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)OCC(F)(F)F)c2ncc1)=O)=O,Active,1.4,Bsite,Nope,Si
1361238,CC(C)Oc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,4.1,Bsite,Nope,Si
1361240,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c(c1c2)ccnc1ccc2OCC1CC1)=O)=O,Active,0.64,Bsite,Nope,Si
1361242,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C2(CC2)C(F)(F)F)c2)c2ncc1)=O)=O,Active,3.4,Bsite,Nope,Si
1361244,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3CC3)ccc12)=O)=O,Active,1.69,Bsite,Nope,Si
1361246,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)OC(CC3)CCC3(F)F)c2ncc1)=O)=O,Active,1.3,Bsite,Nope,Si
1361247,CCOC1(CC1)c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,1.5,Bsite,Nope,Si
1361249,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3(CC3)C#N)ccc12)=O)=O,Active,0.49,Bsite,Nope,Si
1361251,Cc1nc2cc(OC)ccc2c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c1,Active,38,Bsite,Nope,Si
1361252,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2ccc(C3CC3)cc12)=O)=O,Active,5.6,Bsite,Nope,Si
1361253,CC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,2.9,Bsite,Nope,Si
1361255,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(C2(CC2)C(F)(F)F)cc2)c2ncc1)=O)=O,Active,4.6,Bsite,Nope,Si
1361257,CCOC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,0.76,Bsite,Nope,Si
1361259,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2ccc(C3(CC3)C#N)cc12)=O)=O,Active,1.7,Bsite,Nope,Si
1417345,O=C(O)C(CCC(=O)NCCNC(=O)CCC(=O)Nc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.141,Bsite,Nope,Si
1417346,O=C(O)C(CCC(=O)N1CCN(CC1)C(=O)CCC(=O)Nc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.04,Bsite,Nope,Si
1417347,O=C(O)C(CCC(=O)NCCNC(=O)CCC(=O)N(C)c1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)CC3C#N)c2c1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.12,Bsite,Nope,Si
1417348,O=C(O)C(CCC(=O)N1CCN(CC1)C(=O)CCC(=O)N(C)c1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.105,Bsite,Nope,Si
1424932,CC(C)[C@H](C(C1[C@@H](B(O)O)CCC1)=O)N,Active,5.8,Bsite,Nope,Si
1424939,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,0.8,Bsite,Nope,Si
1424941,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,1.7,Bsite,Nope,Si
1424946,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](CO)CC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,128,Bsite,Nope,Si
1424950,N[C@H](CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,3.2,Bsite,Nope,Si
1424953,N[C@H](CCCCNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,2.6,Bsite,Nope,Si
1424958,OB(O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCNC(=O)CN2CCN(CC(=O)O)CCCN(CC(=O)O)CCN(CC(=O)O)CCC2)cc1,Active,1.1,Bsite,Nope,Si
1424959,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,Active,428,Bsite,Nope,Si
1424960,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)c1ccc(NNC(=O)CN2CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC2)nc1,Active,450,Bsite,Nope,Si
1424961,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCCN(CC(=O)O)CCN(CC(=O)O)CCC1,Active,68,Bsite,Nope,Si
1424962,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,290,Bsite,Nope,Si
1424964,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)CN1CCCN(CC(=O)O)CCN(CCCN(CC(=O)O)CC1)CC(=O)O,Active,760,Bsite,Nope,Si
1424979,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1)C(C)C,Active,575,Bsite,Nope,Si
1424982,CC(C)[C@H](C(N[C@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCCN(CC(O)=O)CCN(CC(O)=O)CCC1)=O)=O)=O,Active,100001,Bsite,Nope,Si
1424988,CC(C)[C@@H](C(N[C@H](C)C(N(CCC1)[C@@H]1C(OC1(CN(C)C2)C2=O)OC1=O)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,280,Bsite,Nope,Si
1425004,OB(O)[C@@H]1CCCN1C(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,20.1,Bsite,Nope,Si
1425012,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC([C@H](C)NC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,Active,21,Bsite,Nope,Si
1425034,OB(O)[C@H]1CCCN1C(=O)C(C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCCN(CC(=O)O)CCN(CC(=O)O)CCC1,Active,5.3,Bsite,Nope,Si
1425064,OOC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)NCCCCCC(=O)NNc2ccc(cc2)C(=O)N[C@@H](C)C(=O)N2CCC[C@@H]2B(O)O)CC1,Active,81,Bsite,Nope,Si
1425077,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.4,Bsite,Nope,Si
1425083,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)C)CC2)nc1,Active,1.1,Bsite,Nope,Si
1425100,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NNC(CCCCC[N+](c(cc1)c(C2(C)C)cc1S(O)(=O)=O)=C2/C=C/C(CCC/C1=C\C=C(/C2(C)C)\N(CCCCS(O)(=O)=O)c(cc3)c2cc3S(O)(=O)=O)=C/1Oc(cc1)ccc1S(O)(=O)=O)=O)=O,Active,8.8,Bsite,Nope,Si
1425103,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCCC[N+](c(cc1)c(C2(C)C)cc1S(O)(=O)=O)=C2/C=C/C(CCC/C1=C\C=C(/C2(C)C)\N(CCCCS(O)(=O)=O)c(cc3)c2cc3S(O)(=O)=O)=C/1Oc(cc1)ccc1S(O)(=O)=O)=O)=O,Active,1.7,Bsite,Nope,Si
1425107,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(c1ccc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,65,Bsite,Nope,Si
