ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
FAP-2286,O=C(O)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)CCCCC)CSCc2cc(cc(CSCC1)c2)SCCNC(=O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)[C@H](O)C)CCC(=O)N)Cc1ccccc1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4ca50>,O=C1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)CCSCc2cc(cc(SCCNC(=O)CN3CCNCCNCCNCC3)c2)CSCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CN1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68820>
FAPI-42,O=C(NCC(=O)N1CC(F)C[C@@H]1C#N)c1ccnc2ccc(OCCCN3CCN(CC3)C(=O)CN3CCN(CC(O)=O)CCN(CC3)CC(O)=O)cc21,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cac0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CN4CCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68890>
FAPI-74,O=C(NCC(=O)N1CCC[C@]1(C)C#N)c1ccnc2ccc(OCCCN3CCN(CC3)C(=O)CN3CCN(CC(O)=O)CCN(CC(O)=O)CC3)cc21,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cb30>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CN4CCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68900>
FAPI-13,O=C(NCC(=O)N1CC(F)C[C@@H]1C#N)c1ccnc2ccc(OCCCC3CCN(CC3)C(=O)CN3CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC3)cc21,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cba0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCC3CCN(C(=O)CN4CCNCCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68970>
HBED-CC-FAPI-02 dimer,O=C(NCC(=O)N1CCC[C@H]1C#N)c1ccnc2ccc(cc21)OCCCN1CCN(CC1)C(=O)CCc1ccc(O)c(CN(CC(O)=O)CCN(CC(O)=O)Cc2cc(ccc2O)CCC(=O)N2CCN(CC2)CCCOc2cc3c(nccc3C(=O)NCC(=O)N3CCC[C@@H]3C#N)cc2)c1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cc10>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CCc4cccc(CNCCNCc5cccc(CCC(=O)N6CCN(CCCOc7ccc8nccc(C(=O)NCC(=O)N9CCCC9)c8c7)CC6)c5)c4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd689e0>
FAPI-C16,O=C(O)[C@@H](NC(=O)CCCCCCCCCCCCCCC)CCC(=O)N[C@@H](CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)N1CCN(CC1)CCCOc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)C[C@H]2C#N)cc1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cc80>,O=C(CN1CCNCCNCCNCC1)NCCCCCC(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68a50>
FAPI-19,O=C(NCC(=O)N1CC(F)(F)C[C@@H]1C#N)c1ccnc2ccc(OCCCN3CCN(CC3)C(=O)CN(Cc3nccn3CC(O)=O)Cc3nccn3CC(O)=O)cc21,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4ccf0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CN(Cc4ncc[nH]4)Cc4ncc[nH]4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68ac0>
FAPI-04,O=C(NCC(=O)N1CC(F)C[C@@H]1C#N)c1ccnc2ccc(OCCCN3CCN(CC3)C(=O)CN3CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC3)CC(O)=O)cc21,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cd60>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CN4CCNCCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68b30>
FAPI-C12,O=C(O)[C@@H](NC(=O)CCCCCCCCCCC)CCC(=O)N[C@@H](CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)N1CCN(CC1)CCCOc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)C[C@H]2C#N)cc1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cdd0>,O=C(CN1CCNCCNCCNCC1)NCCCCCC(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68ba0>
DOTA-FAPI-RGD,N=C(N)NCCC[C@H]1NC[C@H](NC[C@@H](NC(=O)[C@H](NC(=O)CNC1=O)CC(=O)O)c1ccc(O)cc1)CCCCNC(=O)CCC(NC(=O)C(NC(=O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)CCC(=O)N1CCN(CC1)CCCOc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)C[C@@H]2C#N)cc1)C(=O)O,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4ce40>,O=C(CCCNC(=O)C(CCC(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1)NC(=O)CN1CCNCCNCCNCC1)NCCCC[C@@H]1CNCC(=O)NCC(=O)NCC(=O)N[C@@H](c2ccccc2)CN1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68c10>
FAPI-34,O=C(O)C(NC(=O)Cn1ccnc1CN(CC(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CC(F)(F)C[C@@H]4C#N)c3c2)CC1)Cc1nccn1CC(=O)N[C@@H](CC(C(=O)O)C(=O)O)C(=O)O)CC(C(=O)O)C(=O)O,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4ceb0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CN(Cc4ncc[nH]4)Cc4ncc[nH]4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68c80>
RPS-309,O=C(NCC(=O)N1CCC[C@H]1C#N)c1ccnc2cc(ccc21)OCC(=O)NCCOCCOCCOCC(=O)N[C@@H](CCCCNC(=S)Nc1ccc(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)cc1)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(I)cc1)C(=O)OC(C)(C)C,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cf20>,O=C(COc1ccc2c(C(=O)NCC(=O)N3CCCC3)ccnc2c1)NCCOCCOCCOCC(=O)N[C@@H](CCCCNC(=S)Nc1ccc(CN2CCNCCNCCNCC2)cc1)C(=O)NCCCCCNC(=O)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68cf0>
SMIC-3002,O=C(NCC(=O)N1CC(F)(F)C[C@H]1C#N)c1ccc(C)[n+]2ccc(cc21)N(C)CCCN1CCN(CC1)C(=O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4cf90>,O=C(NCC(=O)N1CCCC1)c1ccc[n+]2ccc(NCCCN3CCN(C(=O)CN4CCNCCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68d60>
FAPI-15,O=C(NCC(=O)N1CC(F)C[C@@H]1C#N)c1ccnc2ccc(OCCOCCOCCN3CCN(CC3)C(=O)CN3CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC3)CC(O)=O)cc21,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d000>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCOCCOCCN3CCN(C(=O)CN4CCNCCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68dd0>
TEFAPI-04,O=C(N1CCN(CC1)CCCOc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)C[C@H]2C#N)cc1)[C@@H](NC(=O)[C@H](CCCC(=O)O)NC(=O)CCCc1ccc(I)cc1)CCCCNC(=O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d070>,O=C(CCCc1ccccc1)NCC(=O)N[C@@H](CCCCNC(=O)CN1CCNCCNCCNCC1)C(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68e40>
FAPI-33,OC(=O)C(NC(=O)Cn1ccnc1CN(CC(=O)N1CCN(CCOCCOCCOc2cc3c(nccc3C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cc2)CC1)Cc1nccn1CC(=O)N[C@H](CCC(=O)O)C(O)=O)CCC(=O)O,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d0e0>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCOCCOCCN3CCN(C(=O)CN(Cc4ncc[nH]4)Cc4ncc[nH]4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68eb0>
DOTA-GPFAPI-04,O=C(N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CC(F)(F)C[C@@H]4C#N)c3c2)CC1)C1CCCN1C(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d150>,O=C(CN1CCNCCNCCNCC1)NCC(=O)N1CCCC1C(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68f20>
FAPI-LM3,CN(CCCN1CCN(CC1)C(=O)COCCOCCOCCNC(=O)CCC(=O)NC(CCCCNC(=C)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC1CSSC(NC(=O)C(NC(=O)CNC(=O)C(NC(=C)C(Cc2ccc(O)cc2)NC1=O)c1ccc(cc1)NC(=O)N)C(C)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)N)c1cc2c(cc1)nccc2C(=O)NCC(=O)N1CC(F)(F)C[C@H]1C#N,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d1c0>,C=C(CN1CCNCCNCCNCC1)NCCCCC(NC(=O)CCC(=O)NCCOCCOCCOCC(=O)N1CCN(CCCNc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1)C(=O)NC(Cc1ccccc1)C(=O)NC1CSSC(C(=O)NCCc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(c2ccccc2)NC(=C)C(Cc2ccccc2)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd68f90>
FAPI-29,OC(=O)C(NC(=O)Cn1ccnc1CN(CC(=O)N1CCN(CC1)CCCOc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)C[C@H]2C#N)cc1)Cc1nccn1CC(=O)N[C@H](CCC(=O)O)C(O)=O)CCC(=O)O,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d230>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CN(Cc4ncc[nH]4)Cc4ncc[nH]4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd69000>
TEFAPI-06,O=C(O)C(NC(=O)CCCC(=O)N[C@@H](CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)N1CCN(CC1)CCCOc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)C[C@H]2C#N)cc1)CCCCNC(=O)CCCc1ccc(I)cc1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d2a0>,O=C(CCCC(=O)N[C@@H](CCCCNC(=O)CN1CCNCCNCCNCC1)C(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1)NCCCCCNC(=O)CCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd69070>
FAPI-28,OC(=O)C(NC(=O)Cn1ccnc1CN(CC(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CC(F)(F)C[C@H]4C#N)c3c2)CC1)Cc1nccn1CC(=O)N[C@H](CC(=O)N)C(O)=O)CC(=O)N,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d310>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCN3CCN(C(=O)CN(Cc4ncc[nH]4)Cc4ncc[nH]4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd690e0>
FAPI-46,O=C(NCC(=O)N1CC(F)(F)C[C@@H]1C#N)c1ccnc2ccc(cc21)N(C)CCCN1CCN(CC1)C(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d380>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(NCCCN3CCN(C(=O)CN4CCNCCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd69150>
DOTA-4P(FAPI)4,CN(CCCN1CCN(CC1)C(=O)COCCOCCOCCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCC(=O)NCCOCCOCCOCC(=O)N1CCN(CC1)CCCN(C)c1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)c2c1)CCCCNC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O)CCCCNC(=O)[C@H](NC(=O)CCC(=O)NCCOCCOCCOCC(=O)N1CCN(CC1)CCCN(C)c1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)c2c1)CCCCNC(=O)CCC(=O)NCCOCCOCCOCC(=O)N1CCN(CC1)CCCN(C)c1cc2c(cc1)nccc2C(=O)NCC(=O)N1CC(F)(F)C[C@H]1C#N)c1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)c2c1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d3f0>,O=C(CCC(=O)NCCOCCOCCOCC(=O)N1CCN(CCCNc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1)NCCCC[C@@H](NC(=O)CCC(=O)NCCOCCOCCOCC(=O)N1CCN(CCCNc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1)C(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=O)CN1CCNCCNCCNCC1)NC(=O)CCC(=O)NCCOCCOCCOCC(=O)N1CCN(CCCNc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1)C(=O)NCCOCCOCCOCC(=O)N1CCN(CCCNc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd691c0>
PNT6555,OB(O)[C@@H]1CCCN1C(=O)C(C)NC(=O)c1ccc(cc1)CNCC(=O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d460>,O=C(CNCc1ccc(C(=O)NCC(=O)N2CCCC2)cc1)CN1CCNCCNCCNCC1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd69230>
EB-FAPI-B1,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)NC(CCCCNC(=O)CCC(=O)N2CCN(CC2)CCCOc2cc3c(nccc3C(=O)NCC(=O)N3CCC[C@@H]3C#N)cc2)C(=O)Nc2ccc(cc2C)c2cc(C)c(/N=N/c3ccc4c(c3O)c(N)c(cc4S(=O)(=O)O)S(=O)(=O)O)cc2)CCN(CC(=O)O)CC1,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d4d0>,O=C(CCC(=O)N1CCN(CCCOc2ccc3nccc(C(=O)NCC(=O)N4CCCC4)c3c2)CC1)NCCCCC(NC(=O)CN1CCNCCNCCNCC1)C(=O)Nc1ccc(-c2ccc(/N=N/c3ccc4ccccc4c3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd692a0>
FAPI-05,O=C(NCC(=O)N1CC(F)C[C@@H]1C#N)c1ccnc2ccc(OCCCCN3CCN(CC3)C(=O)CN3CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC3)cc21,Molecules,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd4d540>,O=C(NCC(=O)N1CCCC1)c1ccnc2ccc(OCCCCN3CCN(C(=O)CN4CCNCCNCCNCC4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a2dbfd69310>
